"","...1","program","parent_project","project","station_name","year","month","date","collection_time","collection_depth","unit_collection_depth","collection_replicate","lab_replicate","tox_batch","matrix_name","method_name","tox_test_dur_code","organism_name","analyte","unit","wq_source","time_point_name","result","result_qual_code","tox_result_qa_code","qa_code","sample_agency","group_samples","collection_method_name","latitude","longitude","collection_device_description","position_water_column","tie_narrative","dilution","tox_point_method","treatment","unit_treatment","treatment_concentration","lab_agency","submitting_agency","tox_batch_start_date","ref_tox_batch","organism_age_at_test_start","occupation_method","starting_bank","distance_from_bank","unit_distance_from_bank","stream_width","unit_stream_width","station_water_depth","unit_station_water_depth","hydro_mod","hydro_mod_loc","pct_control","rep_count","mean","std_dev","stat_method","probability","alphalevel","eval_threshold","msd","sig_effect_code","channel_width","upstream_length","downstream_length","total_reach","calculated_value","percent_effect","dw_analyte_name","data_quality","data_quality_indicator","datum","year_num"
"31",23382,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","08","18",1899-12-30 08:30:00,-88,"cm",1,NA,"SRWP_UCD-ATL_SC_082098","samplewater","Not Recorded","4 days","Selenastrum capricornutum","Total Cell Count","cells/ml","not applicable","Day 4",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,4620000,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Total Cell Count","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"32",23383,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","08","18",1899-12-30 08:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_082098","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",7.6,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"33",23384,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","08","18",1899-12-30 08:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_082098","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",7.85,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"34",23385,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","08","18",1899-12-30 08:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_082098","samplewater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","Day 4",10.13,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"35",23386,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","08","18",1899-12-30 08:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_082098","samplewater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","initial",7.85,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"36",23387,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","09","15",1899-12-30 09:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_091798","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",7.7,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Sep 17 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"37",23388,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","09","15",1899-12-30 09:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_091798","samplewater","Not Recorded","4 days","Selenastrum capricornutum","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Sep 17 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"38",23389,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","10","20",1899-12-30 12:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_102198","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 1",8.37,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"39",23390,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","10","20",1899-12-30 12:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_102198","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","Day 1",7.95,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"40",23391,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","10","20",1899-12-30 12:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_102298","samplewater","Not Recorded","4 days","Selenastrum capricornutum","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.1,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 22 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"41",23392,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","10","20",1899-12-30 12:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_102298","samplewater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","initial",8.24,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 22 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"42",23393,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","11","17",1899-12-30 07:00:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","Growth (wt/surv indiv)","mg/ind","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0.302,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Growth (wt/surv indiv)","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"43",23394,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","11","17",1899-12-30 07:00:00,-88,"cm",1,NA,"SRWP_UCD-ATL_SC_111898","samplewater","Not Recorded","4 days","Selenastrum capricornutum","Total Cell Count","cells/ml","not applicable","Day 4",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,2926000,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Total Cell Count","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"44",23395,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","11","17",1899-12-30 07:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",7.8,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"45",23396,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","11","17",1899-12-30 07:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",7.68,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"46",23397,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","11","17",1899-12-30 07:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_111898","samplewater","Not Recorded","4 days","Selenastrum capricornutum","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",7.8,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"47",23398,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","11","17",1899-12-30 07:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_111898","samplewater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","initial",7.68,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"48",23399,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","12","15",1899-12-30 09:45:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_121698","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,31.1,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"49",23400,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","12","15",1899-12-30 09:45:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_121698","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 1",8.23,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"50",23401,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Arcade Creek at Norwood Ave.","1998","12","15",1899-12-30 09:45:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_121698","samplewater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","Day 4",9.73,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"51",23402,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Butte Creek at Colusa Highway","1998","06","24",1899-12-30 16:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_062598","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.12,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.3625,-121.8928,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"52",23403,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Butte Creek at Colusa Highway","1998","06","24",1899-12-30 16:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_062598","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.3,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.3625,-121.8928,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"53",23404,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Butte Creek at Colusa Highway","1998","06","24",1899-12-30 16:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_062598","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","Day 1",7.79,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.3625,-121.8928,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"54",23405,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Butte Creek at Colusa Highway","1998","06","24",1899-12-30 16:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_062598","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",8.12,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.3625,-121.8928,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"55",23406,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Butte Creek at Colusa Highway","1998","08","18",1899-12-30 12:30:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_082098","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.3625,-121.8928,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,20.8,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"56",23407,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Butte Creek at Colusa Highway","1998","08","18",1899-12-30 12:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_082098","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 1",8.25,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.3625,-121.8928,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
